FNAME,LNAME,SEX,YOB,CITIZEN,HIRED,LEADER,MSOLO,MSUCCESS,MPERHIGHPT,MYEAR,MSEASON,INJURY,DEATH,INJURYTYPE,DEATHTYPE,MO2USED
Hui,Wang,M,1977,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Zhen,Wang,M,1976,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Shuai,Yin,M,1981,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Shui,Yu,F,1984,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Wei,Yue,M,1964,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Iman,Gurung,M,1981,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pur Bahadur (Yukta),Gurung,M,1988,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Suman,Gurung,M,1985,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Vinayak Jaya,Malla,M,1988,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Ang Pemba,Sherpa,M,1984,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Dawa,Sherpa,M,1997,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Kanchha Nuru,Sherpa,M,1982,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Mingma Chhiri,Sherpa,M,1992,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pasang Nima,Sherpa,M,1992,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pasang Sona,Sherpa,M,1989,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pemba Chhiri,Sherpa,M,1987,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Ningma Dorje,Tamang,M,1986,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Zhi-Gang,Ru,M,1984,China,FALSE,TRUE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Wen-Jing,Guo,F,1978,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Huang-Ying,Li,F,1975,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Dawa Tashi,Sherpa,M,1987,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Ngawang Tenjing (Nawang Tenzing),Sherpa,M,1993,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pema Chhiring/Chhiri,Sherpa,M,1983,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Li-Yamu,Ma,F,1969,China,FALSE,TRUE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Kalpana,Dash,F,1966,India,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,TRUE,0,2,TRUE
Ning-Ning,Sun,F,1987,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Kanchhi Maya,Tamang,F,1988,Nepal,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Yin-Hung (Ada),Tsang,F,1975,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Tian-Min,Zhou,M,1988,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Kazi (Kaji),Sherpa,M,1971,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Mingma Nuru (Ang Nuru),Sherpa,M,1984,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pasang Tendi,Sherpa,M,1996,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pemba Chhiri,Sherpa,M,1999,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pemba Dorje,Sherpa,M,1977,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Phurba Tenzing,Sherpa,M,1988,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Phurba Thile,Sherpa,M,1995,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Gyalbo,Tamang,M,1993,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Yuan,Li,M,1972,China,FALSE,TRUE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Chiao-Yu (Tri-Fish),Chan,F,1987,Taiwan,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Yu-Long,He,M,1990,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Yuan,Jiang,M,1988,China,FALSE,FALSE,FALSE,FALSE,0,2019,1,FALSE,FALSE,0,0,FALSE
Khai Van,Nguyen,M,1972,USA/Canada,FALSE,FALSE,FALSE,FALSE,8400,2019,1,FALSE,FALSE,0,0,TRUE
Lhakpa/Lakpa,Sherpa,M,1991,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Mingma Dorchi,Sherpa,M,1987,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pasang Tenzing (Pasang Tenje),Sherpa,M,1981,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pemba Rita,Sherpa,M,1979,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Mirza,Ali Baig,M,1983,Pakistan,FALSE,TRUE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Donald Lynn,Cash,M,1964,USA,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,TRUE,0,2,TRUE
Wojciech Janusz (Wojtek),Gawron,M,1963,Poland,FALSE,FALSE,FALSE,FALSE,7300,2019,1,FALSE,FALSE,0,0,TRUE
Hitendra Chandrakant,Mahajan,M,1971,India,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Mahendra Chandrakant,Mahajan,M,1976,India,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Milind Dhondiba,Raskar,M,1975,India,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Zhi Hao Jeremy,Tong,M,1990,Singapore,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Danuru,Sherpa,M,1978,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Dawa,Sherpa,M,1989,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Lakpa Tendu,Sherpa,M,1989,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Lhakpa Nurbu,Sherpa,M,1983,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Ngima Thenduk,Sherpa,M,1987,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pasang Tenje,Sherpa,M,1999,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pastemba,Sherpa,M,1998,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pemba,Sherpa,M,1989,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Adrian,Laza,M,1963,Romania,FALSE,TRUE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Chhiring,Lama,M,1990,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Dawa,Sherpa,M,1989,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Zhi-Rong,Wang,M,1968,China,FALSE,TRUE,FALSE,FALSE,8600,2019,1,FALSE,FALSE,0,0,TRUE
Li-Hang,Chen,M,1981,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Ji,Luo,M,1973,China,FALSE,FALSE,FALSE,FALSE,8600,2019,1,TRUE,FALSE,3,0,TRUE
Chong,Wang,M,1961,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Jiu-Sheng,Zeng,M,1969,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,TRUE,FALSE,3,0,TRUE
Jenjen Lama,Bhote,M,1987,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Darinji,Sherpa,M,1980,Nepal,TRUE,FALSE,FALSE,FALSE,8000,2019,1,FALSE,FALSE,0,0,TRUE
Mingmar,Sherpa,M,1995,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Samden,Sherpa,M,1988,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Sange,Sherpa,M,1980,Nepal,TRUE,FALSE,FALSE,FALSE,8600,2019,1,FALSE,FALSE,0,0,TRUE
Thundu,Sherpa,M,1978,Nepal,TRUE,FALSE,FALSE,FALSE,8600,2019,1,FALSE,FALSE,0,0,TRUE
Matthias,Janssen,M,1965,Germany,FALSE,TRUE,FALSE,FALSE,8300,2019,1,FALSE,FALSE,0,0,TRUE
Chandra Shor,Rai,M,1973,Nepal,TRUE,FALSE,FALSE,FALSE,8300,2019,1,FALSE,FALSE,0,0,TRUE
Mingma Gyalje,Sherpa,M,1986,Nepal,FALSE,TRUE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Vasiliki (Vanessa),Archontidou,F,1976,Greece,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pranay Kashinath,Bandbuche,M,1989,India,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Christina,Flampouri,F,1988,Greece,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Lin-Chang,Jia,M,1965,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Xiao-Lin,Li,M,1984,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Yong-Zhong,Liu,M,1969,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Chad Matthew,Swayze,M,1980,Canada,FALSE,FALSE,FALSE,FALSE,5800,2019,1,FALSE,FALSE,0,0,FALSE
Xue-Feng,Wang,M,1993,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Hui-Wen,Zeng,M,1974,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Dawa Gyalje (Dawa Gyalzen),Sherpa,M,1979,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Dawa Tenzin (Dawa Tenji),Sherpa,M,1975,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Dendi,Sherpa,M,1976,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Kili Pemba (Kilu Pemba),Sherpa,M,1980,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Phurba Chhoter (Ang Jangbu),Sherpa,M,1971,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Phurba Temba (Furtemba),Sherpa,M,1984,Nepal,TRUE,FALSE,FALSE,FALSE,5800,2019,1,FALSE,FALSE,0,0,FALSE
Kishor Dattatraya,Dhankude,M,1974,India,FALSE,TRUE,FALSE,FALSE,0,2019,1,FALSE,FALSE,0,0,FALSE
Tukaram,Amgoth,M,1998,India,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Anjali Sharad,Kulkarni,F,1965,India,FALSE,FALSE,FALSE,FALSE,8400,2019,1,FALSE,TRUE,0,2,TRUE
Sharad,Kulkarni,M,1962,India,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Nahida,Manzoor,F,1993,India,FALSE,FALSE,FALSE,FALSE,0,2019,1,FALSE,FALSE,0,0,FALSE
Gunthala Thirupathi,Reddy,M,1995,India,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Nitin,Somalaraju,M,1990,India,FALSE,FALSE,FALSE,FALSE,0,2019,1,FALSE,FALSE,0,0,FALSE
Karsang Namgya,Sherpa,M,1998,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Lakpa,Sherpa,M,1996,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Lhakpa Gelu (Lhakpa Gelbu),Sherpa,M,1977,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Lhakpa Gyalzen,Sherpa,M,1982,Nepal,TRUE,FALSE,FALSE,FALSE,0,2019,1,FALSE,FALSE,0,0,FALSE
Nima Kanchha,Sherpa,M,1979,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pem Dorje,Sherpa,M,1988,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Phurba Tshering,Sherpa,M,1973,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Thomas Bain,Becker,M,1978,USA,FALSE,TRUE,FALSE,TRUE,8849,2019,1,TRUE,FALSE,3,0,TRUE
Elizabeth Anne (Elsa),Bleeker,F,1966,USA,FALSE,FALSE,FALSE,FALSE,7399,2019,1,TRUE,FALSE,3,0,TRUE
Daniel Marcus,Wehrly,M,1992,USA,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Dawa,Sherpa,M,1969,Nepal,TRUE,FALSE,FALSE,FALSE,7300,2019,1,FALSE,FALSE,0,0,FALSE
Dawa,Sherpa,M,1969,Nepal,TRUE,FALSE,FALSE,FALSE,7900,2019,1,TRUE,FALSE,5,0,FALSE
Karma Gelgen (Karma Gyalzen),Sherpa,M,1978,Nepal,TRUE,FALSE,FALSE,FALSE,7900,2019,1,FALSE,FALSE,0,0,FALSE
Ngawang Chheten,Sherpa,M,1996,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Chatur Kumar,Tamang,M,1973,Nepal,FALSE,TRUE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Sagar,Kasana,M,1997,India,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Nuru Gyalzen,Sherpa,M,1995,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Buddha Singh,Tamang,M,1972,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Jeb Bahadur,Tamang,M,1987,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Gabriel,Filippi,M,1960,Canada,FALSE,TRUE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Sonam,Sherpa,M,1998,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Damien Joel Georges,Francois,M,1964,Belgium,FALSE,TRUE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Anandan,Bala,M,1969,Singapore,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Nisha,Bhote,F,1997,Nepal,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Simon George,Greaves,M,1968,UK,FALSE,FALSE,FALSE,FALSE,6900,2019,1,FALSE,FALSE,0,0,FALSE
Jamling,Bhote,M,1977,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pasang,Bhote,M,1994,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Rinjin,Bhote,M,1993,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Temba,Bhote,M,1973,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Rahul Balkrishna,Inamdar,M,1976,India,FALSE,TRUE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Nihal Ashpak,Bagwan,M,1992,India,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,TRUE,0,2,TRUE
Rasmus Kullerich,Kragh,M,1989,Denmark,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,FALSE
Anthony Kent,McClaren,M,1978,USA,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Jaahnavi,Sriperambuduru,F,2002,India,FALSE,FALSE,FALSE,FALSE,6400,2019,1,FALSE,FALSE,0,0,FALSE
Dorje,Sherpa,M,,Nepal,TRUE,FALSE,FALSE,FALSE,6400,2019,1,FALSE,FALSE,0,0,FALSE
Karma Gyaltsen,Sherpa,M,,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Kipa,Sherpa,M,,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Lakpa,Sherpa,M,,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Ngima Nuru,Sherpa,M,1982,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Wangda,Sherpa,M,,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
John David,All,M,1969,USA,FALSE,TRUE,FALSE,FALSE,0,2019,1,FALSE,FALSE,0,0,FALSE
James Michael,Holmes,M,1986,USA,FALSE,FALSE,FALSE,FALSE,7100,2019,1,FALSE,FALSE,0,0,FALSE
Morgan Arthur,Scott,M,1992,USA,FALSE,FALSE,FALSE,FALSE,6800,2019,1,FALSE,FALSE,0,0,FALSE
Dhruba,Bista,M,1986,Nepal,TRUE,FALSE,FALSE,FALSE,7800,2019,1,FALSE,TRUE,0,1,TRUE
Michael,Keane,M,1952,Ireland,FALSE,TRUE,FALSE,FALSE,5600,2019,1,FALSE,FALSE,0,0,FALSE
Didrik Bakke,Dukefoss,M,1991,Norway,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Haakan William Skog,Erlandsen,M,1989,Norway,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Thomas Erling,Lone,M,1995,Norway,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Yishu,Sun,F,1978,China,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Angdu,Sherpa,M,1979,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Dawa Nurbu (Danuru),Sherpa,M,1976,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Lakpa Dorje,Sherpa,M,1991,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pasang Tenzing,Sherpa,M,1984,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Tshering Dawa,Sherpa,M,1990,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Tshering Pemba,Sherpa,M,1985,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Clayton Vernon,Matthews,M,1976,Canada,FALSE,TRUE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Keval Hiren,Kakka,M,1991,India,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Dong-Uk,Lee,M,1970,S Korea,FALSE,FALSE,FALSE,FALSE,0,2019,1,FALSE,FALSE,0,0,FALSE
Kil-Bong,Lee,M,1968,S Korea,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Dean Mark,Maher,M,1984,UK,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Jayesh Madhukar,Morvankar,M,1971,India,FALSE,FALSE,FALSE,FALSE,7200,2019,1,FALSE,FALSE,0,0,TRUE
Srinivasa Venkata,Saripalli,M,1972,USA/Ethiopia,FALSE,FALSE,FALSE,FALSE,6400,2019,1,FALSE,FALSE,0,0,FALSE
Sirak,Seyoum,M,1967,USA/Ethiopia,FALSE,FALSE,FALSE,FALSE,8750,2019,1,FALSE,FALSE,0,0,TRUE
Avtandil,Tsintsadze,M,1963,Georgia,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Dawa Temba,Sherpa,M,1989,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Furte,Sherpa,M,1994,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Lhakpa Tashi,Sherpa,M,1985,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Mingma Temba,Sherpa,M,1980,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pasang Namgel,Sherpa,M,1985,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pemba Ongdi,Sherpa,M,1987,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Tendi,Sherpa,M,1977,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Roxane,Lamon,F,1978,Switzerland,FALSE,TRUE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Kami Temba,Sherpa,M,1994,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Tashi Chhumbel,Sherpa,M,1991,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Richard Hugh,Morgan,M,1975,UK,FALSE,TRUE,FALSE,FALSE,7400,2019,1,FALSE,FALSE,0,0,TRUE
Brendan Lee,Davies,M,1974,UK,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Thomas Myles Carlton,Heal,M,1988,UK,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Eli N.,Potter,M,1977,USA,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Scott,Ransley,M,1987,UK,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Joseph Adrian,Winch,M,1978,UK,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Chhiri,Sherpa,M,1991,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Lhakpa,Sherpa,M,1986,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Namgya/Namgyal,Sherpa,M,1971,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Nga Dorje (Nga Dorchi),Sherpa,M,1975,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Ngima Chhiring Lama,Sherpa,M,1973,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Nupu,Sherpa,M,1987,Nepal,TRUE,FALSE,FALSE,FALSE,8400,2019,1,FALSE,FALSE,0,0,TRUE
Tenji Nima,Sherpa,M,1987,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Todd R.,Passey,M,1970,USA,FALSE,TRUE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Anthony James,Caine,M,1957,USA,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
James E.,Dickinson,M,1956,USA,FALSE,FALSE,FALSE,FALSE,0,2019,1,FALSE,FALSE,0,0,FALSE
Michael Dermot,Mulrooney,M,1976,Canada,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Seth Edward,Timpano,M,1982,USA,FALSE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Dawa Gyalze,Bhote,M,1980,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Gyalzen,Sherpa,M,1986,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Lakpa Chhiring,Sherpa,M,1994,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Namgya/Namgyal,Sherpa,M,1971,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Pemba Nuru,Sherpa,M,1992,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
Sheetal,Raj,F,1995,India,FALSE,TRUE,FALSE,TRUE,8849,2019,1,FALSE,FALSE,0,0,TRUE
